ore_studio,punteggio_esame
8.61,76.42
8.73,83.23
6.5,71.18
16.15,123.85
1.55,44.51
18.3,130.76
7.44,73.03
7.11,77.43
19.01,128.57
8.07,82.5
11.69,97.29
3.43,57.52
9.1,86.64
4.48,63.74
6.7,68.61
6.2,75.21
18.78,128.42
17.81,128.02
8.23,83.79
7.18,76.5
13.87,104.91
19.21,136.8
16.3,114.37
11.45,100.94
18.48,127.22
18.68,124.69
5.59,64.52
9.18,84.83
3.85,60.33
15.96,125.33
7.26,79.55
10.17,92.75
1.63,46.11
14.38,104.56
16.19,122.38
8.5,88.34
4.66,70.18
2.63,48.29
8.71,88.16
9.95,91.38
16.09,122.65
18.49,136.81
13.76,113.32
8.48,77.09
19.02,139.3
9.47,85.06
9.38,81.99
6.58,73.06
18.54,130.13
3.42,55.63
5.84,64.25
3.62,61.27
4.18,59.68
19.04,128.18
10.99,98.81
9.03,84.31
3.89,62.69
1.35,43.57
11.2,100.5
4.56,65.98
1.33,53.43
10.11,92.93
5.69,73.87
7.35,74.7
1.73,56.09
15.16,120.92
18.26,128.14
6.01,76.2
18.07,132.57
1.65,45.3
10.53,97.34
16.61,122.69
15.78,119.01
5.35,69.75
19.55,133.24
11.65,101.17
5.83,68.51
1.72,55.62
6.89,75.34
6.88,72.35
1.3,46.43
10.03,94.8
8.13,74.57
2.14,49.69
8.32,84.47
13.41,101.9
12.87,99.38
4.1,60.46
13.54,112.09
17.8,130.11
12.05,98.86
16.97,123.92
5.95,74.57
2.84,57.11
3.81,58.65
1.07,48.11
14.19,105.35
11.73,93.05
14.75,110.65
8.46,77.41
7.29,78.73
19.01,139.34
3.64,58.43
1.37,46.39
19.8,135.44
13.27,109.96
8.54,78.82
18.69,135.27
7.47,76.85
9.8,85.46
5.38,74.37
6.3,68.6
3.22,54.28
12.19,96.69
10.01,90.44
14.41,104.59
3.68,57.1
17.86,134.32
5.57,69.57
1.8,54.31
4.05,64.48
10.54,96.55
18.47,131.17
7.01,77.21
10.53,97.5
15.62,123.58
19.67,132.44
2.43,53.37
11.06,92.88
9.55,92.25
12.42,104.21
1.41,45.2
18.56,132.68
6.12,72.68
2.52,60.75
19.24,128.52
15.64,110.93
15.63,119.61
2.92,52.29
2.07,56.66
9.63,91.59
10.07,93.49
15.81,117.36
8.79,83.63
8.23,83.46
8.22,86.08
11.1,99.66
18.86,132.72
10.38,91.98
14.67,117.63
15.45,115.48
12.03,103.1
12.77,99.93
2.8,60.11
7.56,85.03
16.04,121.53
12.64,108.29
17.65,122.64
19.07,132.55
8.24,79.76
7.12,70.28
18.8,131.95
3.79,64.3
13.15,99.41
7.91,74.98
14.14,111.9
7.42,72.81
15.98,114.21
14.51,115.8
9.55,92.32
10.67,91.23
15.03,119.82
2.77,52.4
2.61,59.99
15.83,114.23
4.06,60.39
4.97,61.85
1.17,43.91
15.82,116.57
17.66,130.29
15.31,119.53
9.87,89.55
16.62,123.89
11.42,101.9
5.79,73.94
3.59,59.22
18.14,133.75
14.16,114.04
14.6,105.27
1.92,44.28
10.57,90.97
1.08,51.79
2.9,52.25
16.42,125.54
5.14,63.94
19.73,140.62
12.08,105.06
3.96,65.8
4.33,68.17
18.11,125.72
13.39,99.59
15.9,125.22
6.48,76.89
1.54,44.23
1.06,44.29
11.28,96.86
6.88,78.56
5.56,73.31
5.87,77
17.87,124.82
14.31,104.47
17.72,133.76
10.1,96.41
14.23,114.04
6.95,71.14
19.35,140.44
10.97,100.01
7.67,81.45
17.8,126.28
14.25,106.73
4.47,63.87
4.13,58.99
7.47,80.01
6.28,74.63
3.71,65.93
3.09,61.86
18.5,125.24
1.95,53.72
15.59,119.21
17.24,120.35
2.99,53.89
18.9,129.25
14.01,108.14
3.32,54.24
7.82,85.37
5.36,73.85
4.47,59.55
7.66,82.59
14.15,113.47
12.49,103.9
9.09,81.5
13.87,102.75
1.47,53
11.72,100.8
10.14,96.85
5.29,71.06
8.07,79.11
2.99,61.4
3.9,58.27
14.52,112.48
16.87,120.19
14.91,114.56
13.08,98.27
7.77,76.16
8.83,79.06
15.92,125.39
19.57,136.58
3.24,61.24
12.62,100.07
2.34,51.4
7.69,81.93
5.4,73.88
17.9,133.39
16.35,117.17
3.85,66.38
2.16,57.01
17.9,127.83
17.94,135.06
17.68,130.64
6.1,76.44
10.55,88.6
9.8,82.79
17.54,124.21
6.48,79.62
14.94,118.45
16.08,120.51
16.55,116.04
3.33,63.21
8.32,85.4
10.2,84.22
2.94,51.62
9.39,87.24
11.45,94.26
19.48,136.72
19,131.33
1.03,45.25
18.45,135.82
7.82,74.21
8.27,84.23
8.07,74.03
18.04,126.4
11.21,99.18
1.38,47.2
19.58,136.88
11.28,92.62
13.23,108.26
13.12,107.85
9.57,85.3
6.68,73.32
16.54,117.64
12.13,105.91
6.68,72.69
11.77,96.44
6.19,72.09
19.89,133.16
17.76,127.65
2.13,55.52
13.97,111.91
16.21,126.37
14.37,114.14
19.84,131.33
17.63,132.05
12.2,104.06
1.29,44.15
2.36,53.43
17.1,121.76
5.54,70.15
14.9,110.65
6.87,71.81
2.57,56.03
8.36,78.09
13.51,104.77
13.03,108.81
4.59,69.57
14.43,109.42
1.69,55.03
7.15,73.7
17.06,119.61
19.81,132.92
8.41,81.78
5.87,76.81
2.13,56.65
2.03,56.56
14.26,106.04
19.23,136.51
15.12,118.26
9.54,90.58
17.53,127.81
10.17,87.05
12.3,97.46
19.77,133.8
11.21,91.58
2.48,52.75
6.67,70.31
2.51,55.35
3.97,61.94
14.19,106.23
1.6,44.23
17.77,121.79
9.09,92.11
6.42,78.64
6.48,70.74
6.12,67.95
1.25,51.14
18.6,132.5
1.3,43.94
12.33,101.52
12.38,105.47
15.22,111.55
2.1,54.13
6.65,68.23
5.3,64.69
13.93,109.14
18.45,125.96
6.31,65.91
19.43,132.23
1.12,52.3
16.79,125.63
3.66,54.27
18.35,127.69
14.97,111.53
3.76,62.86
4.59,57.98
9.36,85.72
15.86,111.9
1.46,43.1
6.47,73.27
16.92,126.34
19.28,127.87
9.6,87.58
10.52,91.66
5.06,67.26
16.14,121.65
11.64,95.48
11.58,93.1
14.73,110.74
3.54,63.55
5.87,66.57
3.36,51.34
3.06,58.47
12.01,99.27
4.37,58.71
18.09,126.17
11.62,92.6
15.06,118.23
18.97,139.66
10.67,89.28
17.52,119.22
6.37,78.35
15.15,116
5.16,73.11
18.53,124.03
16.18,116.91
4.77,69.22
9.82,90.69
10.12,94.07
10.36,92.16
11.9,101.66
4.45,64.36
6.4,67.11
13.71,111.06
6.46,68.7
19.36,134.19
10.04,90.96
1.83,52.12
14.88,119.64
1.54,50.85
7.12,79.35
17.37,131.02
8.6,88.96
19.51,132.03
5.89,75.41
16.74,124.43
7.62,74.84
8.38,75.68
5.5,67.98
17.24,127.63
18.95,127.92
5.56,66.31
8.63,89.39
12.64,96.63
18.9,137.5
2.72,61.18
2.13,48.63
18.19,131.38
17.48,126.67
3.33,57.05
19.5,140.24
17.08,125.87
14.61,113.01
19.55,129.78
19.39,132.95
17.31,123.97
19.29,132.4
8.59,79.25
17,125.1
10.04,84.41
17.76,130.82
14.54,110.34
12.38,102.05
19.35,134.24
4.53,60.84
2.53,59.08
19.77,133.54
15.41,118.63
19.39,133.68
12.49,104.62
7.8,73.92
14.16,109.79
19.34,139.7
5.16,68.03
16.6,126.55
2.37,57.52
3.49,54.15
8.73,77.84
14.96,119.2
11.15,90.29
10.83,89.41
14.75,110.11
10.29,91.89
14.89,112.16
9.99,89.8
3.6,60.1
12.66,101.07
16.67,120.73
3.94,56.91
4.3,56.78
4.64,66.57
16.09,122.5
7.62,79.86
17.86,130.17
12.18,104.45
11.51,95.32
12.46,105.5
12.95,107.62
10.36,96.03
17.76,130.95
13.92,110.07
13.13,111.55
6.15,65.49
4.3,63.67
6.9,75.39
9.43,86.7
13.03,109.27
19.75,141.34
6.14,71.95
2.36,54.52
12.58,95.77
8.95,88.42
15.48,111.39
2.47,50.49
17.02,130.53
6.4,67.63
3.18,56.94
8.21,86.32
4.7,62.41
3.13,53.77
16.03,116.9
18.3,131.7
13.44,112.32
19.02,131.71
14.53,112.2
2.53,58.44
11.95,101.68
19.62,139.83
17.94,134.12
2.01,45.7
5.06,69.91
19.29,131.59
8.24,87.74
16.8,126.69
11.94,101.31
9.85,91.54
11.11,99.9
4.05,63.56
12.26,96.77
18.69,126.52
11.78,93.43
5.53,75.34
12.31,94.29
11.26,99.83
9.86,85.39
5.62,69.86
2.98,57.21
17.99,126.46
4.06,65.57
13.74,114.95
18.75,134.22
10.76,98.12
1.91,52
10.16,93.66
12.62,106.75
3.64,54.58
16.33,126.08
2.36,52.08
2.9,58.12
17.21,118.09
11.26,98.13
1.72,46.55
17.02,125.33
1.22,53.71
5.1,71.37
15.71,115.17
3.27,55.72
19.78,139.68
9.19,88.81
17.47,120.65
14.38,111.38
14.88,119.57
10.12,89.56
6.9,68.27
17.21,123.78
3.45,61.4
15.14,112.8
11.09,98.64
12.18,105.94
4.78,70.28
8.29,88.11
5.28,64.7
6.83,81.41
2.42,48.51
7.69,84.22
1.2,46.2
14.14,102.89
16.51,119.51
14.59,109.14
17.87,125.75
18.95,132.67
1.54,53.82
6.47,66.53
10.84,99.33
7.16,71.2
6.56,74.59
12.03,106.08
6.84,68.54
1.02,53.88
8.8,89.47
2.13,49.29
6.9,69.52
5.24,68.57
9.75,92.04
14.62,106.8
18.88,134.79
16.08,114.3
13.68,104.93
19.23,138.9
10.49,93.38
17.41,130.38
2.61,57.7
16.24,123.06
10.68,91.03
1.67,45.78
2.67,55.33
8.22,83.01
17.49,119.18
15.73,117
13.92,111.15
15.63,117.33
16.36,124.15
3.79,54.61
12.65,109.58
3.36,57.35
13.88,114.26
17.12,121.42
7.05,74.87
3.29,52.81
10.92,95.82
11.82,100.08
13.37,108.15
14.66,105.96
10.26,84.67
13.42,106.39
9.46,83.68
5.48,63.46
1.63,45.06
2.49,50.32
17.85,128.86
14.81,107.35
19.22,128.36
15.21,115.68
14.12,105.43
14.06,104.17
5.55,74.15
2.77,55.13
2.85,57
2.13,49.45
13.84,103.9
19.84,135.48
13.93,114.11
11.53,99.74
7.86,86.57
19.85,140.7
19.29,137.25
6.49,73.02
19.09,133.04
17.32,123.51
17.17,129.88
14.9,114.43
15.41,121.86
9.05,84.49
17.69,129.64
19.28,136.26
13.25,107.42
15.27,115.73
5.97,69.59
5.64,72.53
15.08,107.65
12.76,97
15.6,121.09
18.3,135.24
19.41,135.64
6.85,73.21
8.67,87.98
11.64,96.64
8.23,74.87
14.4,107.65
18.06,123.51
11.76,101.96
6.84,77.72
14.7,107.95
1.34,42.88
18.13,123.01
7.16,78.65
1.33,53.65
14.01,106.44
6.14,64.93
1.47,55.26
1.91,56.41
18.17,130.93
11.61,99.24
12.56,97.98
8.82,77.88
10.74,100.28
12.2,106.89
6.33,77.45
10.88,90.91
14.93,114.06
4.81,62.95
9.87,96.04
11.93,94.85
11.34,95.9
12.87,99.6
16.93,122.74
17.35,131.82
17.37,123.72
4.61,58.74
3.82,53.94
7.53,73.21
11.12,91.39
7.22,69.73
17.79,130.09
12.28,101.53
3.71,62.66
17.99,125.53
14.8,115.15
1.16,43.61
13.05,103.98
16.36,116.06
16.79,115.71
7.78,79.71
15.04,114.77
19.94,143.49
18.32,134.76
13.01,100.24
5.21,69.74
13.42,102.29
3.67,65.73
5.1,66.59
18.78,125.5
16.44,123.16
17.43,119
7.84,79.33
14.2,107.75
5.44,64.94
3.43,60.41
19.51,131.22
19.09,139.8
12.37,108.31
1.19,47.74
14.93,107.8
6.62,69.16
1.38,46.7
15.77,117.31
10.29,90.35
15.34,112.55
17.44,121.3
17.07,117.92
1.03,50.28
18.46,124.08
17.95,125.31
11.56,98.23
19.61,133.88
17.52,130.47
14.16,108.18
15.43,116.9
9.24,92.59
18.57,128.11
9.66,92.63
5.24,64.6
7.52,75.69
4.7,66.56
1.74,52.31
16.92,121.9
13.02,97.93
19.1,132.38
7.69,80.11
13.27,99.93
9.86,84.52
16.45,124.85
2.06,45.86
13.92,104.7
17.09,119.98
14.9,114.47
11.83,96.99
12.59,104.28
11.2,88.92
16.29,122.76
8.57,87.45
5,63.04
6.36,74.73
18,123.86
15.45,123.01
13.02,107.66
7.79,80.3
2.11,57.04
11.28,90.94
10.37,88.53
8.89,85.51
16.03,118.17
11.42,95.73
15.71,120.43
13.48,100.23
2.62,52.59
2.66,54.62
11.24,97.56
6.81,70.28
6.66,80.37
17.03,128.97
9.61,82.31
8.66,80.22
16.82,121.81
2.56,55.75
3.36,54.11
18.27,135.89
13.03,100.73
3.95,65.57
5.83,63.12
3.23,60.81
10.35,84.91
7.2,76.54
12.39,107.41
8.36,81.37
4.19,58.78
18.17,123.89
15.19,120.88
4.48,66.36
7.03,73.24
14.07,110.54
14.35,105.98
9.08,86.62
5.55,63.35
14.92,120.36
6.55,67.75
4.07,57.35
9.22,84.83
8.89,86.97
8.07,79.26
11.25,96.51
19.3,134.48
16.63,116.55
17.3,120.18
2.96,50.93
13.3,108.61
9.51,82.28
11.63,102.41
8.45,88.64
1.86,47.04
4.83,69.16
16.81,125.36
17.34,122.29
6.09,73.09
14.9,118.19
1.77,55.33
2.95,60.67
12.31,107.07
2.14,56.44
16.82,127
8.58,83.3
18.29,124.75
11.04,92.81
5.36,69.63
11.69,101.9
18.84,132.62
2.15,54.5
10.93,96.74
3.13,58.84
6.92,71.59
14.89,118.61
19.82,140.46
15.17,120.84
9.16,89.6
13.41,107.34
9,79.13
3.53,60.61
3.77,61.65
4.31,60.9
9.56,89.36
1.39,42.98
5.97,75.87
8.34,82.49
14.59,105.22
13.26,107.2
16.8,117.52
19.01,135.25
16.42,116.21
9.83,92.77
6.38,66.4
5.16,65.14
2.42,50.26
4.75,71.49
7.62,78.16
14.46,109.13
4.12,60.47
4.34,58.37
16.35,114.39
16.84,127.97
9.81,94.48
1.27,46.54
1.91,52.77
19.87,131.12
6.64,79.29
12.11,99.57
9.13,89.71
19.05,136.21
19.07,138.44
6.9,80.36
9.84,88.72
11.1,93.72
10.76,91.57
15.59,117.91
16.69,125.6
13.08,106.53
10.99,95.64
12.45,107.18
3.54,57.22
11.59,90.72
9.4,83.87
15.43,115.62
12.17,104.33
12.77,103.13
18.25,128.78
1.4,46.82
8.52,86.09
3.33,60.69
17.1,122.58
17.41,119.82
1.31,47.91
12.47,98.89
7.88,79.44
12.82,107.62
5.11,66.46
8.77,83.06
9.46,85.12
19.4,134.73
18.87,136.82
11.97,95.87
10.65,97.02
14.36,107.66
19.88,141.54
1.76,49.5
14.58,106.71
17.3,129.13
11.12,97.82
3.42,63.41
3.58,54.68
3.13,57.82
8.12,80.32
8.48,79.23
14.48,115.08
10.93,93.46
3.21,57.18
15.28,121.95
1.31,51.77
11.67,93.36
2.23,53.81
18.43,134.71
17.53,130.01
10.01,83.41
19.66,138.94
4.29,67.4
14.58,110.4
18.87,131.19
13.2,99.92
9.3,85.8
16.94,127.92
2.1,52.92
4.77,62.72
13.34,101.73
8.63,81.7
12.93,102.94
8,78.9
9.93,82.93
6.12,67.53
15.51,114.99
9.07,88.61
6.45,69.84
13.69,113.95
16.27,117.42
1.08,50.34
11.26,102.49
13.2,105.38
11.27,94.07
14.76,117.07
7.73,85.33
7.37,82
15.48,111.26
12.73,109.22
10.28,88.66
2.39,60.27
3.02,60.33
8.12,86.47
12.26,103.7
6.11,76.1
5.27,60.73
8.6,89.45
15.91,122.55
3.48,56.71
6.01,71.8
13.98,104.35
11.07,99.06
4.63,63.08
13.4,102.27
10.08,87.6
17,129.42
13.24,101.53
4.98,63.05
16.15,115.39
16.05,114.61
10.38,87.64
11.58,91.73
14.73,116.81
7.25,83.22
10.86,95.86
17.14,120.34
10.85,95.73
8.92,88.56
1.91,52.39
16.48,118.05
11.78,105.09
10.12,84.99
11.41,99.61
3.07,54.85
3.15,57.78
4.13,58.92
1.41,45.9
19.62,139.6
16.51,124.19
8.8,83.64
5.26,62.57
5.7,70.65
3.4,54.96
16.84,122.7
14.04,115.37
12.29,104.71
9.72,92.97
9.12,80.73
11.52,102.79
4.2,64.25
4.68,67.3
11.81,93.42
5.47,68.71
10.54,86.49
10.13,90.75
7.53,75.72
17.48,125.78
14.97,110.21
17.25,118.71
4.38,56.72
12.22,96
4.08,66.4
13.86,102.73
15.98,116.22
13.05,109.66
2.53,48.3
7.95,77.96
9.38,84
5.18,66.33
19.24,139.32
9.85,87.85
10.92,96.07
6.18,75.11
18.48,137.38
10.67,98.83
9.07,79.38
18.99,128.65
10.88,93.67
14.29,109.95
15.17,121.21
19.32,132.21
17.43,130.75
8.75,77.46
16.1,124.82
15.52,120.36
1.35,51.2
10.07,96.99
8.92,83.34
9.86,92.42
14.96,119.22
7.49,78.33
3.42,60.55
13.28,112.34
10.43,89.65
19.21,140.6
11.63,95.93
18.54,132.86
17.52,125.5
11.5,93.37
5.24,68.54
7.85,76.94
4.24,68.33
4.29,58.82
11.98,102.82
13.91,113.56
9.41,84.6
2.19,53.82
8.94,84.55
6.36,75.29
15.21,120.9
16.91,116.57
11.8,104.02
2.75,59.39
15.66,118.5
10.2,87.72
18.03,129.21
4.87,58.64
15,116.25
4.12,62.4
13.01,107.82
7.54,73.73
13.04,109.91
16.83,124.73
1.09,49.84
3.86,62.6
15.44,115.88
13.82,108.27
4.58,69.14
5.86,69.53
11.93,96.08
7.49,76.47
11.69,96.88
4.64,57.73
17.46,129.62
1.27,50.71
6.43,73.11
2.86,54.99
5.3,66.82
6.11,65.66
4.35,69.42
5.78,66.33
17.05,117.16
15.45,117.18
18.38,132.85
8.65,88.95
12.64,106.2
14.6,115.3
11.45,95.24
18.58,132.56
11.19,101.34
5.57,73.2
7.12,71.89
15.8,124.72
9.89,85.11
9.3,83.6
16.17,119.76
6.47,67.41
3.75,57.38
7.44,82.85
7.09,79.2
14.74,105.92
11.36,97.37
13.39,103.37
15.48,111.33
14.47,105.99
11.49,96.54
6.96,75.32
12.46,107.59
9.19,90.37
18.72,131.7
17.32,123.95
6.99,68.91
13.63,112.77
12.94,109.61
12.52,100.35
2.07,50.32
12.63,101.09
7.87,79.64
13.3,112.68
13.97,115.1
11.46,91.42
11.39,98.16
13.48,108.83
2.32,57.81
6.69,74.37
10.95,88.02
10.68,94.58
15.22,118.37
10.35,91.21
2.78,49.28
14.55,111.65
17.18,118.57
13.65,103.7
8.2,82.79
13.41,108.01
8.07,80.32
4.05,57.9
19.67,133.49
13.29,107.58
15.04,109
16.82,121.43
9.97,93.52
16.48,125.48
14.27,108.87
12.05,104.69
4.16,67.65
15.49,123.03
10.75,89.98
14.02,107.39
5.6,64.94
2.38,58.55
9.94,82.84
19.09,131.73
3.83,56.36
12.65,97.75
14.45,118.2
13.98,107.44
7.41,82.93
13.47,113.03
7.53,74.28
9.53,82.95
6.69,70.56
16.4,113.97
18.6,128.74
13.81,105.26
18.57,137.17
15.5,113.8
4.71,61.98
1.81,49.39
4.1,66.44
16.94,120.77
3.87,62.23
14.42,118.17
1.12,52.54
7.99,84.5
9.37,80.37
6.92,77.68
15.73,120.15
17.47,121.21
2.06,55.73
16.95,117.93
14.83,114.5
1.67,49.07
7.49,80.17
5.79,69.43
19.47,134.18
11.64,100
7.08,72.32
19.23,133.57
14.2,109.57
14.97,106.86
7.14,70.44
2.75,59.67
14.37,112.4
17.98,126.6
18.89,126.89
12.21,102.19
6.34,70.04
13.39,107.41
6.38,77.42
2.96,60.43
7.62,84.42
19.34,128.42
11.39,90.87
14.38,111.99
18.98,135.26
19.98,132.65
18.2,125.07
8.87,79.6
1.44,43.55
16.33,127.22
14.39,114.58
11.24,91.64
11.31,96.61
16.76,115.6
19.47,130.92
16.62,125.52
18.02,123.36
4.75,68.64
5.54,67.36
8.71,88.51
13.01,107.63
17.18,126.06
13.86,110.99
12.52,100
10.49,87.23
10.03,93.37
11.3,93.09
10.56,98.22
16.15,124.11
5.52,73.58
18.81,132.07
7.43,83.15
1.83,52
7.67,79.18
17.81,127.28
14.89,111.59
19.1,129.66
9.35,91.17
14.44,109.42
14.28,107.41
14.81,110.53
14.69,115.7
14.87,108.99
10.52,91.22
13.53,102.22
19.99,133.35
6.47,67.6
6.41,77.42
1.96,52.46
10.04,88.3
1.91,52.4
11.46,102.81
9.28,92.31
7.88,85.83
13.23,107.05
9.1,91.29
3.44,52.85
7.04,75.67
12.84,96.98
15.34,109.48
2.35,56.23
14.11,114.73
14.49,117.31
19.93,136.13
1.06,42.34
11.86,102.41
8.08,74.07
18.84,137.75
18.81,137.75
13.76,102.46
14.5,108.5
5.28,65.18
19.14,136.18
19.91,143.53
13.41,104.24
14.12,114.23
6.75,80.3
7.43,80.96
9.88,86.06
10.73,93.58
16.5,116.62
12.3,101.4
12.01,94
4.28,59.75
13.2,105.08
17.6,124.1
14.53,115.23
5.49,73.53
6.39,79.47
9.25,83.95
7.29,80.19
18.79,129.26
19.08,133.71
9.12,85.91
8.64,77.1
11.89,95.7
5.4,63.77
9.59,94.14
9.9,84.57
14.9,118.49
2.17,49.33
18.61,131.55
1.57,55.4
6.76,79.72
1.43,52.86
6.11,69.56
5.64,72.61
7.15,79.49
18.96,132.38
17.93,131.9
18.78,134.54
12.88,109.04
16.61,123.33
1.09,48.78
18.42,130.63
6.7,79.25
1.69,45.25
5.6,68.18
12.83,99.39
19.46,141.1
18.23,130.3
2.66,49.82
2.15,45.69
17.86,120.94
11.22,88.93
3.25,50.82
2.26,46.67
16.51,124.18
19.71,137.01
2.28,53.9
17.73,128.03
15.5,113.39
14.97,110.04
14.03,113.71
1.55,49.74
10.34,93.65
10.49,93.14
9.16,80.51
10.95,89.9
17.45,128.4
6.92,77.62
19.07,135.07
8.05,82.65
19.95,134.56
19.01,137.98
8.72,79.95
8.46,85.06
5,69.09
13.45,112.14
11.92,94.64
7.92,77.57
16.51,127.01
4.63,68.54
16,113.5
9.69,92.86
14.3,116.46
4.37,59.22
13.97,113.57
1.08,45.44
14.74,108.6
15.57,112.52
15.11,112.72
11.76,94.73
18.78,130.91
12.8,108.01
13.92,115.76
7.12,77.18
12.41,103.99
4.83,59.62
12.67,101.79
15.48,117.81
1.63,49.96
8.12,84.18
2.18,56.83
14.28,113.67
5.76,66.7
7.17,69.88
15.24,111.09
12.23,102.85
9.24,82.71
15.92,124.55
5.31,69.35
4.33,66.07
4.89,58.93
11.99,106.45
6.76,76.75
8.92,80.94
14.57,117.85
9.93,89.26
6.49,74.92
15.57,119.09
11.26,95.4
7.33,77.58
2.01,49.15
14.96,111.78
8.66,86.77
12.95,103.09
17.94,125.7
15.71,121.68
14.11,106.04
4.74,68.95
5,71.07
10.11,88.29
16.05,115.49
7.81,72.95
1.35,44.33
2.84,58.56
5.86,73.8
7.3,78.97
5.45,70.67
7.53,82.07
15.18,108.43
19.27,137.86
16.31,116.28
11.38,93.67
16.61,124.11
15.46,117.74
13.2,104.52
2.62,56.75
10.9,90.34
6,67.36
7.77,77.52
3.97,66.09
15.53,115.45
14.07,103.66
16.66,124.04
17.01,122.01
11.81,105.4
18.49,132.32
11.48,94.53
10.47,88.16
2.3,58.09
16.25,116.84
17.28,120.85
9.5,92.95
7.79,75.25
14.99,110.33
17.41,130.54
19.83,139.27
3.59,63.12
12.37,99.14
6.9,81.88
14.95,115.64
4.39,69.93
19.45,128.72
4.18,62.75
5.09,60.8
12.44,101.34
13.95,107.72
2.29,51.09
17.29,128.47
19.26,130.63
13.48,104.81
11.52,93.94
5.27,62.01
3.73,57.37
2.65,57.07
3.5,63.4
12.38,94.72
2.63,49.83
18.23,125.82
3.69,62.78
17.34,118.42
6.63,71.28
12.14,98.91
9.37,87
14.02,116.29
4.71,70.75
5.41,64.63
17.95,122.4
2.12,56.95
6.01,73.27
1.1,41.39
13.91,111.87
2.82,49.17
1.13,43.32
17.15,128.01
8.95,85.28
4.28,62.85
14.87,111.17
11.12,93.94
2.78,56.76
8.19,79.84
3.39,60.18
19.97,142.53
16.19,122.97
6.2,77.08
13.82,109.85
1.65,47.89
6.69,75.37
19.27,130.64
17.3,125.11
5.74,68.05
8.47,83.31
9.98,92.82
4.48,65.39
7.94,77.45
2.88,49.32
9.82,92.07
1.41,45.35
16.57,118.04
13.31,105.53
5.32,72.19
5.93,63.94
13.96,102.61
6.52,76.79
1.21,42.09
15.45,109.98
17.79,122.83
18.39,127.03
13.48,102.11
13.16,104.12
15.37,120.26
10.16,91.71
11.36,99.83
7.75,77.44
17.86,133.96
6,70.62
17.25,129.06
12.48,94.91
6.42,72.19
18.17,134.95
3.62,55.12
1.72,50.48
17.32,124.08
6.46,66.8
4.82,58.53
15.97,112.83
4.92,63.84
5.19,64.8
6.78,71.45
16.25,115.95
14.72,114.28
18.56,135.76
13.77,106.99
19.94,140.48
1.16,49.95
7.53,73.5
6.95,69.8
5.14,61.97
12.57,105.5
6.03,66.32
3.99,66.86
1.33,43.09
1.85,46.4
5.67,75.18
10.54,87.87
5.58,70.49
4.26,58.65
7.91,79.54
15.64,121.54
9.16,85.38
17.05,124.29
15.61,110.15
12.14,98.75
1.56,55.55
18.03,134.52
2.06,55.5
4.02,67.7
9,80.87
9.13,81.87
9.4,83.37
19.55,131.97
15.31,110.01
8.85,77.69
15.55,112.99
16.59,123.8
12.35,104.81
12.68,104.96
6.51,70.88
2.62,56.79
8.73,82.38
16.42,115.78
7.13,81.28
8.86,89.28
16.12,113.53
7.47,74.04
13.3,107.14
13.25,103.04
12.85,108.02
19.06,133.05
15.62,122.26
2.35,47.64
18.06,124.39
19.38,133.6
19.45,133.75
1.29,48.38
10.23,94.59
15.69,120.74
4.42,61.95
14.5,114.85
13.18,108.47
12.33,104.25
13.39,109.42
10.52,89.85
7.46,77.9
12.72,101.01
9.86,82.48
7.64,83.31
9.22,86.72
8.23,87.37
16.75,127.16
13.55,108.24
12.52,107.11
11.03,93.35
4.72,60.81
8.89,82.26
4.04,57.26
16.89,129.57
4.8,68.31
12.76,97.52
12.28,102.61
11.88,101.78
8.61,78.51
2.13,46.07
1.11,49.67
4.01,55.9
16.86,126.37
8.26,81.89
6.9,71.04
3.86,67.15
8.43,75.75
9.95,94.48
5.91,73.5
11.07,88.19
19.77,131.53
3.82,61.13
6.29,68.12
6.83,78.86
11.82,101.81
4.52,63.69
3.38,60.02
9.27,88.84
18.32,130.59
12.8,109.96
7.54,84.25
1.84,53.39
5.57,67.3
8.61,90.1
11.36,98.49
19.51,137.62
13.66,111.24
7.08,77.74
10.35,98.39
13.09,100.57
9.07,78.55
6.46,71.36
1.02,48.19
4.28,55.61
18.77,126.15
18.01,129.93
13.47,110.9
18.85,138.86
13.75,112.89
6.77,67.61
7.32,76.43
6.61,72.99
16.91,129.45
9.35,83.07
11.15,92.33
14.42,114.48
17.52,121.73
10.6,92.27
11.4,101.96
4.04,59.05
15,114.78
16.22,114.63
8.58,79.45
18.02,128.5
2.2,56.2
17.33,127.52
13.07,108.75
9.49,91.18
2.11,49.95
17.98,125.68
18.28,123.75
19.81,137.03
5.96,68.65
11.57,104.34
8.23,87.53
1.28,49.84
2.87,57.2
1.23,44.18
18.61,128.21
6.72,71.29
5.77,68.36
7.14,72.5
4.28,61.56
5,68.47
16.92,116.36
3.75,64.78
7.15,69.35
6.49,77.88
8.79,84.01
14.98,117.4
16.59,119.64
4.48,64.96
15.36,111.78
6.37,74.65
16.17,121.41
17.53,126.97
10.89,100.54
11.08,95.01
7.94,77.24
4.73,58.66
13.15,103.66
14.96,117.92
14.06,107.07
14.92,111.95
12.01,98.66
18.44,124.12
17.93,133.57
18.85,136.43
8.57,87.35
9.39,81.55
15.73,119.22
13.28,110.16
12.63,101.86
17.98,131.66
7.43,76.82
17,124.54
17.67,124.6
6.4,68
3.14,63.42
15.79,110.96
10.22,97.19
11.52,99.79
7.03,74.56
